case_id,model,uses_nonthermal_error,success_rate,mean_acquisition_time_s,median_acquisition_time_s,p95_acquisition_time_s,mean_initial_error_urad,p95_initial_error_urad,mean_thermal_residual_urad,p95_thermal_residual_urad,mean_nonthermal_error_urad,p95_nonthermal_error_urad,mean_uncorrected_total_error_urad,p95_uncorrected_total_error_urad
11_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_Black,sunface_correction_with_nonthermal,True,0.9767441860465116,21.812244897959186,17.25,52.169999999999995,301.89384806114936,506.26718155966944,9.135581041710555,16.40064907206433,303.27275889558746,509.4070862638905,368.56193880028684,710.891835591465
12_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_alodine,thermal_plus_nonthermal_no_correction,True,0.9667774086378738,20.402749140893473,16.0,51.6,285.7199599523685,514.6443012178019,176.2558698088468,217.83523497599577,294.60073472718005,477.4076822190925,285.7199599523685,514.6443012178019
12_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_alodine,sunface_correction,False,1.0,0.09999999999999998,0.1,0.1,4.418441961538021,8.463918078690725,4.418441961538021,8.463918078690725,0.0,0.0,176.2558698088468,217.83523497599577
12_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_alodine,sunface_correction_with_nonthermal,True,0.973421926910299,20.419112627986344,17.6,45.41999999999986,293.46608095049555,478.1674490061815,4.418441961538021,8.463918078690725,294.60073472718005,477.4076822190925,285.7199599523685,514.6443012178019
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,thermal_plus_nonthermal_no_correction,True,0.9867109634551495,22.03905723905724,17.3,54.39999999999997,317.40429879070103,569.4708862699599,146.61045943732597,221.69822089994315,270.23873396233677,479.793248012154,317.40429879070103,569.4708862699599
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,sunface_correction,False,1.0,0.09999999999999998,0.1,0.1,5.92037886462704,8.900772580130168,5.92037886462704,8.900772580130168,0.0,0.0,146.61045943732597,221.69822089994315
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,sunface_correction_with_nonthermal,True,0.973421926910299,19.055972696245732,15.200000000000001,50.900000000000006,268.74858595669724,476.0661941059987,5.92037886462704,8.900772580130168,270.23873396233677,479.793248012154,317.40429879070103,569.4708862699599
14_LTAN06_800km_1213COLD_MY_STTLCT_PCDU_HEAT_MY_0p5,thermal_plus_nonthermal_no_correction,True,0.9667774086378738,31.485910652920968,26.700000000000003,74.1,379.54232743510426,675.1197579457004,236.120403676272,351.81534930512646,270.96857605295105,481.6527725155314,379.54232743510426,675.1197579457004
14_LTAN06_800km_1213COLD_MY_STTLCT_PCDU_HEAT_MY_0p5,sunface_correction,False,1.0,0.09999999999999998,0.1,0.1,6.020860805016125,9.020056955440346,6.020860805016125,9.020056955440346,0.0,0.0,236.120403676272,351.81534930512646
14_LTAN06_800km_1213COLD_MY_STTLCT_PCDU_HEAT_MY_0p5,sunface_correction_with_nonthermal,True,0.9700996677740864,19.07123287671233,15.600000000000001,49.49,269.62622493757533,480.8101665389831,6.020860805016125,9.020056955440346,270.96857605295105,481.6527725155314,379.54232743510426,675.1197579457004
15_LTAN06_800km_1213COLD_MY_STTLCT_HEAT_MY_0p5,thermal_plus_nonthermal_no_correction,True,0.9867109634551495,30.480134680134682,24.6,85.03999999999999,369.001821001413,687.4189189060698,231.26495375447985,346.57815456645585,291.0795372298988,516.690964490566,369.001821001413,687.4189189060698
15_LTAN06_800km_1213COLD_MY_STTLCT_HEAT_MY_0p5,sunface_correction,False,1.0,0.09999999999999998,0.1,0.1,6.038327534870247,9.059268518380255,6.038327534870247,9.059268518380255,0.0,0.0,231.26495375447985,346.57815456645585
15_LTAN06_800km_1213COLD_MY_STTLCT_HEAT_MY_0p5,sunface_correction_with_nonthermal,True,0.9867109634551495,22.556228956228956,18.3,59.69999999999999,289.5928596587646,510.0981665141502,6.038327534870247,9.059268518380255,291.0795372298988,516.690964490566,369.001821001413,687.4189189060698
